t,x
2911,0
2912,128
2913,128
2914,0
2915,0
2916,0
2917,0
2918,0
2919,0
2920,0
2921,0
2922,0
2923,458
2924,64
2925,1266
2926,0
2927,0
2928,64
2929,0
2930,0
2931,0
2932,5578
2933,3631
2934,336
2935,576
2936,400
2937,626
2938,400
2939,626
2940,762
2941,426
2942,336
2943,498
2944,336
2945,400
2946,800
2947,336
2948,574
2949,916
2950,64
2951,746
2952,238
2953,832
2954,400
2955,400
2956,510
2957,464
2958,400
2959,632
2960,464
2961,336
2962,336
2963,400
2964,574
2965,400
2966,336
2967,562
2968,400
2969,336
2970,640
2971,712
2972,685
2973,400
2974,5786
2975,3672
2976,336
2977,576
2978,336
2979,498
2980,336
2981,562
2982,916
2983,64
2984,64
2985,128
2986,64
2987,0
2988,64
2989,0
2990,0
2991,0
2992,64
2993,226
2994,174
2995,0
2996,0
2997,0
2998,0
2999,0
3000,0
3001,0
3002,0
3003,0
3004,64
3005,64
3006,154
3007,304
3008,1266
3009,0
3010,0
3011,0
3012,64
3013,0
3014,128
3015,236
3016,5450
3017,3336
3018,130
3019,0
3020,296
3021,226
3022,0
3023,1617
3024,446
3025,0
3026,303
3027,0
3028,0
3029,336
3030,464
3031,410
3032,400
3033,400
3034,336
3035,336
3036,510
3037,336
3038,336
3039,400
3040,498
3041,402
3042,464
3043,0
3044,336
3045,574
3046,336
3047,231
3048,174
3049,162
3050,174
3051,162
3052,64
3053,0
3054,400
3055,5786
3056,3400
3057,0
3058,402
3059,336
3060,336
3061,336
3062,464
3063,652
3064,762
3065,400
3066,400
3067,498
3068,502
3069,174
3070,498
3071,336
3072,400
3073,592
3074,510
3075,336
3076,336
3077,498
3078,656
3079,336
3080,510
3081,336
3082,400
3083,626
3084,400
3085,400
3086,574
3087,336
3088,128
3089,64
3090,128
3091,0
3092,64
3093,64
3094,64
3095,0
3096,64
3097,400
3098,192
3099,128
3100,5450
3101,3336
3102,64
3103,472
3104,376
3105,128
3106,0
3107,192
3108,290
3109,406
3110,256
3111,64
3112,296
3113,226
3114,1512
3115,0
3116,364
3117,248
3118,334
3119,192
3120,64
3121,64
3122,190
3123,128
3124,64
3125,64
3126,522
3127,0
3128,1394
3129,64
3130,192
3131,74
3132,64
3133,128
3134,192
3135,400
3136,400
3137,336
3138,562
3139,400
3140,400
3141,510
3142,5786
3143,3736
3144,562
3145,466
3146,400
3147,336
3148,702
3149,336
3150,716
3151,878
3152,400
3153,648
3154,574
3155,336
3156,498
3157,336
3158,528
3159,400
3160,510
3161,400
3162,562
3163,464
3164,464
3165,336
3166,510
3167,336
3168,528
3169,498
3170,400
3171,400
3172,336
3173,886
3174,336
3175,336
3176,648
3177,523
3178,464
3179,574
3180,336
3181,498
3182,336
3183,366
3184,5450
3185,3467
3186,0
3187,130
3188,192
3189,64
3190,64
3191,0
3192,814
3193,218
3194,64
3195,0
3196,0
3197,0
3198,64
3199,0
3200,309
3201,192
3202,128
3203,128
3204,140
3205,360
3206,290
3207,1266
3208,64
3209,0
3210,64
3211,64
3212,256
3213,0
3214,0
3215,64
3216,0
3217,64
3218,128
3219,128
3220,154
3221,368
3222,3574
3223,64
3224,128
3225,130
3226,6540
3227,3596
3228,290
3229,2180
3230,6164
3231,4760
3232,10210
3233,9186
3234,4828
3235,576
3236,402
3237,2434
3238,402
3239,628
3240,1044
3241,400
3242,336
3243,704
3244,400
3245,400
3246,336
3247,336
3248,510
3249,336
3250,498
3251,336
3252,400
3253,336
3254,510
3255,336
3256,336
3257,562
3258,400
3259,439
3260,510
3261,336
3262,336
3263,498
3264,336
3265,336
3266,336
3267,510
3268,336
3269,498
3270,400
3271,336
3272,638
3273,464
3274,5786
3275,3898
3276,336
3277,336
3278,174
3279,66
3280,0
3281,0
3282,0
3283,64
3284,414
3285,252
3286,174
3287,134
3288,64
3289,127
3290,64
3291,64
3292,0
3293,128
3294,0
3295,0
3296,128
3297,0
3298,360
3299,162
3300,1330
3301,0
3302,0
3303,64
3304,64
3305,134
3306,0
3307,0
3308,64
3309,64
3310,107
3311,296
3312,226
3313,1347
3314,64
3315,64
3316,5514
3317,3336
3318,162
3319,402
3320,336
3321,336
3322,510
3323,562
3324,588
3325,795
3326,336
3327,336
3328,510
3329,786
3330,464
3331,498
3332,400
3333,528
3334,336
3335,574
3336,336
3337,336
3338,498
3339,336
3340,336
3341,510
3342,336
3343,336
3344,498
3345,400
3346,336
3347,336
3348,574
3349,336
3350,562
3351,400
3352,336
3353,400
3354,510
3355,3854
3356,4826
3357,1588
3358,336
3359,402
3360,574
3361,336
3362,498
3363,498
3364,588
3365,426
3366,510
3367,0
3368,191
3369,0
3370,0
3371,64
3372,128
3373,64
3374,64
3375,474
3376,174
3377,0
3378,0
3379,64
3380,64
3381,0
3382,64
3383,64
3384,64
3385,0
3386,0
3387,0
3388,218
3389,368
3390,1330
3391,0
3392,128
3393,64
3394,0
3395,0
3396,0
3397,0
3398,64
3399,0
3400,5450
3401,3336
3402,524
3403,418
3404,1330
3405,64
3406,64
3407,380
3408,380
3409,336
3410,498
3411,336
3412,336
3413,336
3414,574
3415,528
3416,886
3417,563
3418,4554
3419,4516
3420,2282
3421,3136
3422,2108
3423,3200
3424,498
3425,464
3426,400
3427,414
3428,574
3429,336
3430,690
3431,400
3432,400
3433,528
3434,574
3435,400
3436,336
3437,498
3438,336
3439,336
3440,510
3441,482
3442,5876
3443,4074
3444,400
3445,564
3446,466
3447,510
3448,636
3449,576
3450,652
3451,824
3452,554
3453,746
3454,482
3455,720
3456,628
3457,400
3458,174
3459,64
3460,64
3461,0
3462,64
3463,128
3464,242
3465,226
3466,174
3467,0
3468,64
3469,0
3470,0
3471,0
3472,64
3473,64
3474,0
3475,256
3476,65
3477,0
3478,0
3479,296
3480,162
3481,1330
3482,0
3483,64
3484,5450
3485,3400
3486,64
3487,66
3488,64
3489,0
3490,64
3491,0
3492,612
3493,414
3494,1266
3495,0
3496,0
3497,64
3498,0
3499,400
3500,562
3501,400
3502,400
3503,574
3504,414
3505,400
3506,562
3507,336
3508,464
3509,746
3510,576
3511,498
3512,564
3513,336
3514,510
3515,400
3516,400
3517,498
3518,464
3519,465
3520,510
3521,336
3522,336
3523,498
3524,526
3525,336
3526,5960
3527,3672
3528,400
3529,402
3530,562
3531,336
3532,336
3533,638
3534,750
3535,588
3536,336
3537,336
3538,612
3539,336
3540,336
3541,498
3542,336
3543,336
3544,336
3545,510
3546,400
3547,0
3548,0
3549,0
3550,0
3551,128
3552,64
3553,0
3554,400
3555,0
3556,64
3557,377
3558,64
3559,0
3560,0
3561,0
3562,64
3563,0
3564,64
3565,64
3566,64
3567,522
3568,5514
3569,4679
3570,64
3571,130
3572,64
3573,0
3574,0
3575,162
3576,252
3577,634
3578,162
3579,0
3580,1266
3581,0
3582,64
3583,64
3584,209
3585,158
3586,0
3587,226
3588,8928
3589,494
3590,510
3591,336
3592,8864
3593,784
3594,336
3595,464
3596,6310
3597,2954
3598,494
3599,336
3600,1854
3601,7346
3602,732
3603,464
3604,565
3605,6536
3606,2856
3607,2012
3608,7426
3609,1854
3610,10768
3611,4610
3612,940
3613,336
3614,336
3615,498
3616,8864
3617,656
3618,678
3619,510
3620,3372
3621,5828
3622,494
3623,562
3624,654
3625,1918
3626,7346
3627,494
3628,174
3629,400
3630,9572
3631,7410
3632,1274
3633,1825
3634,3326
3635,304
3636,574
3637,162
3638,1692
3639,11490
3640,336
3641,558
3642,238
3643,0
3644,7716
3645,938
3646,158
3647,190
3648,64
3649,9770
3650,5364
3651,2372
3652,4544
3653,558
3654,128
3655,248
3656,0
3657,226
3658,4660
3659,318
3660,64
3661,0
3662,0
3663,4318
3664,190
3665,128
3666,64
3667,0
3668,3036
3669,1536
3670,64
3671,143
3672,64
3673,0
3674,0
3675,64
3676,4318
3677,1748
3678,7442
3679,146
3680,64
3681,206
3682,162
3683,3100
3684,2802
3685,0
3686,0
3687,142
3688,128
3689,64
3690,4382
3691,438
3692,0
3693,64
3694,5450
3695,3400
3696,1772
3697,2928
3698,256
3699,0
3700,0
3701,0
3702,4608
3703,571
3704,90
3705,4446
3706,550
3707,162
3708,1266
3709,0
3710,4440
3711,190
3712,0
3713,128
3714,0
3715,0
3716,1646
3717,2962
3718,428
3719,226
3720,1692
3721,3026
3722,364
3723,336
3724,1518
3725,3390
3726,64
3727,4390
3728,752
3729,4492
3730,400
3731,162
3732,4654
3733,671
3734,526
3735,336
3736,5960
3737,3562
3738,174
3739,3566
3740,1746
3741,400
3742,464
3743,162
3744,4906
3745,968
3746,716
3747,336
3748,302
3749,336
3750,4480
3751,590
3752,574
3753,354
3754,174
3755,4480
3756,364
3757,336
3758,498
3759,260
3760,498
3761,64
3762,8754
3763,364
3764,64
3765,4544
3766,590
3767,3274
3768,1698
3769,3210
3770,1872
3771,336
3772,162
3773,238
3774,4544
3775,364
3776,1518
3777,2962
3778,5734
3779,3920
3780,336
3781,650
3782,464
3783,290
3784,4654
3785,703
3786,750
3787,264
3788,4608
3789,174
3790,400
3791,400
3792,464
3793,464
3794,128
3795,64
3796,4318
3797,190
3798,0
3799,4318
3800,190
3801,0
3802,1518
3803,2990
3804,0
3805,235
3806,1518
3807,2800
3808,254
3809,0
3810,4382
3811,648
3812,64
3813,354
3814,4556
3815,190
3816,64
3817,0
3818,4318
3819,190
3820,5450
3821,3464
3822,0
3823,322
3824,192
3825,4618
3826,190
3827,226
3828,4698
3829,344
3830,0
3831,1582
3832,2990
3833,0
3834,0
3835,3036
3836,1661
3837,0
3838,0
3839,0
3840,4318
3841,254
3842,0
3843,1710
3844,2864
3845,545
3846,1646
3847,3096
3848,1836
3849,3026
3850,1584
3851,4318
3852,384
3853,64
3854,0
3855,0
3856,1518
3857,2990
3858,93
3859,1518
3860,2990
3861,0
3862,5450
3863,3400
3864,200
3865,1698
3866,2800
3867,190
3868,4318
3869,352
3870,342
3871,0
3872,1582
3873,2800
3874,486
3875,162
3876,1266
3877,4318
3878,190
3879,0
3880,1696
3881,3374
3882,0
3883,64
3884,1632
3885,3293
3886,0
3887,0
3888,4382
3889,254
3890,192
3891,4446
3892,318
3893,64
3894,128
3895,1582
3896,2990
3897,336
3898,0
3899,4480
3900,364
3901,336
3902,4318
3903,352
3904,5752
3905,7721
3906,4720
3907,190
3908,416
3909,464
3910,510
3911,414
3912,238
3913,4480
3914,526
3915,494
3916,174
3917,1854
3918,3388
3919,4744
3920,4136
3921,4650
3922,526
3923,0
3924,9098
3925,4466
3926,158
3927,1854
3928,3136
3929,7780
3930,2614
3931,7280
3932,780
3933,464
3934,10284
3935,2128
3936,4654
3937,174
3938,8811
3939,336
3940,336
3941,336
3942,8782
3943,1854
3944,3326
3945,336
3946,640
3947,238
3948,542
3949,5472
3950,6106
3951,2516
3952,400
3953,530
3954,400
3955,1518
3956,3200
3957,2044
3958,3376
3959,854
3960,4544
3961,838
3962,238
3963,64
3964,336
3965,4480
3966,526
3967,400
3968,400
3969,174
3970,4480
3971,526
3972,336
3973,400
3974,238
3975,336
3976,4608
3977,492
3978,0
3979,1582
3980,7186
3981,312
3982,4382
3983,318
3984,0
3985,64
3986,142
3987,3036
3988,5604
3989,128
3990,4318
3991,376
3992,128
3993,0
3994,5592
3995,7954
3996,4088
3997,64
3998,4318
3999,254
4000,336
