,Date,SPX,Value
1017,1994/1/13,-1.0704594143807844,-0.31663725
1018,1994/1/14,-1.0676709141016163,-0.3166687
1019,1994/1/17,-1.069510867154674,-0.31676307
1020,1994/1/18,-1.0684251805705716,-0.31679454
1021,1994/1/20,-1.0675909161427877,-0.31685746
1022,1994/1/26,-1.0696251499530005,-0.31704623
1023,1994/1/27,-1.0652252622174279,-0.31707773
1024,1994/1/28,-1.0633395960450396,-0.3171092
1025,1994/1/31,-1.0600139666137367,-0.3172036
1026,1994/2/1,-1.0622881943004354,-0.31723508
1027,1994/2/2,-1.0595682637002632,-0.31726658
1028,1994/2/3,-1.0610425117986757,-0.31729805
1029,1994/2/4,-1.0734993368162709,-0.31732953
1030,1994/2/7,-1.071270822248903,-0.317424
1031,1994/2/8,-1.0720822301170216,-0.31745547
1032,1994/2/9,-1.0701165659858047,-0.317487
1033,1994/2/10,-1.0745050254415445,-0.31751847
1034,1994/2/11,-1.0730764904624626,-0.31754994
1035,1994/2/14,-1.0730193490632993,-0.31764448
1036,1994/2/15,-1.0704022729816212,-0.31767598
1037,1994/2/16,-1.0700937094261394,-0.31770748
1038,1994/2/17,-1.0728936379851401,-0.31773898
1039,1994/2/18,-1.075922132140794,-0.31777048
1040,1994/2/22,-1.0716136706438826,-0.31789654
1041,1994/2/23,-1.072493648190997,-0.31792805
1042,1994/2/24,-1.0798420321233948,-0.31795958
1043,1994/2/25,-1.0777735134736843,-0.31799108
1044,1994/2/28,-1.07655068753159,-0.3180857
1045,1994/3/2,-1.079213476732599,-0.31814873
1046,1994/3/3,-1.081270567102477,-0.31818026
1047,1994/3/4,-1.0792934746914273,-0.31821185
1048,1994/3/7,-1.076813537967741,-0.31830642
1049,1994/3/8,-1.0779906507905046,-0.31833792
1050,1994/3/9,-1.0766421137702513,-0.3183695
1051,1994/3/10,-1.0802534501973706,-0.31840104
1052,1994/3/11,-1.0773506671198758,-0.31843257
1053,1994/3/14,-1.0762649805357736,-0.31852728
1054,1994/3/15,-1.0766992551694146,-0.31855884
1055,1994/3/16,-1.0739450397297443,-0.3185904
1056,1994/3/17,-1.0722536543145114,-0.31862193
1057,1994/3/18,-1.072070801837189,-0.3186535
1058,1994/3/21,-1.0749507283550181,-0.3187482
1059,1994/3/22,-1.074653593079369,-0.31877983
1060,1994/3/23,-1.0749507283550181,-0.31881136
1061,1994/3/24,-1.079739177604901,-0.31884295
1062,1994/3/25,-1.0840476391018123,-0.3188745
1063,1994/3/28,-1.0847104793321063,-0.31896928
1064,1994/3/29,-1.0933045457662636,-0.31900084
1065,1994/3/30,-1.1012243436902942,-0.31903243
1066,1994/3/31,-1.1009729215339759,-0.31906402
1067,1994/4/4,-1.108801293219345,-0.31919044
1068,1994/4/5,-1.0980929950161464,-0.31922203
1069,1994/4/6,-1.0983672737321302,-0.31925368
1070,1994/4/7,-1.0951330705394886,-0.3192852
1071,1994/4/8,-1.0994529603162324,-0.31931686
1072,1994/4/11,-1.0962873268025868,-0.31941172
1073,1994/4/12,-1.0989158311640979,-0.31944335
1074,1994/4/13,-1.1004129358221757,-0.319475
1075,1994/4/14,-1.1002757964641838,-0.3195066
1076,1994/4/15,-1.1005043620608368,-0.31953824
1077,1994/4/18,-1.1047556821585849,-0.31966335
1078,1994/4/19,-1.1046642559199238,-0.31971085
1079,1994/4/20,-1.1053270961502177,-0.31975836
1080,1994/4/21,-1.0975901507035095,-0.31980586
1081,1994/4/22,-1.0988472614851017,-0.31985337
1082,1994/4/25,-1.0930416953301125,-0.31999594
1083,1994/4/26,-1.0940016708360556,-0.3200435
1084,1994/4/28,-1.0971673043497012,-0.32013857
1085,1994/4/29,-1.0950987856999905,-0.32018614
1086,1994/5/2,-1.0926874186553002,-0.32032883
1087,1994/5/3,-1.0926759903754675,-0.32037643
1088,1994/5/4,-1.0941730950335455,-0.320424
1089,1994/5/5,-1.0945616565478558,-0.32047153
1090,1994/5/6,-1.0986301241682814,-0.32051918
1091,1994/5/9,-1.1049156780762421,-0.320662
1092,1994/5/10,-1.1006986428179921,-0.3207096
1093,1994/5/11,-1.1058642253023525,-0.3207572
1094,1994/5/12,-1.1032814340601722,-0.32080483
1095,1994/5/13,-1.1028357311466988,-0.3208525
1096,1994/5/16,-1.1024357413525558,-0.32099542
1097,1994/5/17,-1.0968587407942196,-0.32104307
1098,1994/5/18,-1.0919217239065122,-0.3210907
1099,1994/5/19,-1.0887332338332012,-0.32113838
1100,1994/5/20,-1.0905160454870955,-0.32118607
1101,1994/5/23,-1.0924817096183124,-0.32132912
1102,1994/5/24,-1.0906417565652549,-0.3213768
1103,1994/5/25,-1.0888932297508584,-0.3214245
1104,1994/5/26,-1.0880703936029072,-0.32147223
1105,1994/5/27,-1.0877618300474257,-0.32151994
1106,1994/5/31,-1.088710377273536,-0.32171082
1107,1994/6/1,-1.0874189816524458,-0.32175857
1108,1994/6/2,-1.0873961250927806,-0.3218063
1109,1994/6/3,-1.0845619116942817,-0.32185405
1110,1994/6/6,-1.0859904466733639,-0.32199737
1111,1994/6/7,-1.0867561414221518,-0.32204518
1112,1994/6/8,-1.0880703936029072,-0.32209295
1113,1994/6/9,-1.0871561312162947,-0.32214072
1114,1994/6/10,-1.0862304405498495,-0.32218853
1115,1994/6/13,-1.0857390245170453,-0.32233196
1116,1994/6/14,-1.0820019770117668,-0.32237977
1117,1994/6/15,-1.0840133542623143,-0.3224276
1118,1994/6/16,-1.0825048213244037,-0.32247543
1119,1994/6/17,-1.0864818627061679,-0.32252327
1120,1994/6/20,-1.089876061816467,-0.32266682
1121,1994/6/21,-1.0946073696671865,-0.3227147
1122,1994/6/22,-1.0926074206964718,-0.32276258
1123,1994/6/23,-1.0965616055185705,-0.32281044
1124,1994/6/24,-1.1043671206442747,-0.3228583
1125,1994/6/27,-1.0992129664397468,-0.323002
1126,1994/6/28,-1.1006300731389962,-0.3230499
1127,1994/6/29,-1.0988472614851017,-0.32309783
1128,1994/6/30,-1.1026871635088742,-0.32314575
1129,1994/7/1,-1.1004815055011716,-0.32319367
1130,1994/7/5,-1.1002872247440165,-0.32338542
1131,1994/7/6,-1.1005615034600003,-0.3234334
1132,1994/7/7,-1.0979901404976526,-0.32348135
1133,1994/7/8,-1.0966530317572318,-0.3235293
1134,1994/7/11,-1.0983558454522977,-0.3236733
1135,1994/7/12,-1.0984815565304566,-0.3237213
1136,1994/7/13,-1.0975901507035095,-0.32376927
1137,1994/7/14,-1.0922417157418265,-0.32381728
1138,1994/7/15,-1.0913845947543774,-0.3238653
1139,1994/7/18,-1.0901731970921158,-0.32400936
1140,1994/7/19,-1.091727443149357,-0.32405743
1141,1994/7/20,-1.0943102343915374,-0.32410544
1142,1994/7/21,-1.093155978128439,-0.32415348
1143,1994/7/22,-1.0925845641368064,-0.32420158
1144,1994/7/25,-1.0912817402358834,-0.32434577
1145,1994/7/26,-1.09229885714099,-0.32439387
1146,1994/7/27,-1.0932016912477698,-0.32444197
1147,1994/7/28,-1.0913045967955488,-0.32449007
1148,1994/7/29,-1.0866990000229886,-0.32453817
1149,1994/8/1,-1.0835562230690081,-0.32468253
1150,1994/8/2,-1.0840704956614777,-0.32473066
1151,1994/8/3,-1.0830533787563712,-0.3247788
1152,1994/8/4,-1.0865390041053313,-0.32482693
1153,1994/8/5,-1.0880361087634094,-0.3248751
1154,1994/8/8,-1.0871218463767967,-0.3250196
1155,1994/8/9,-1.087076133257466,-0.32506773
1156,1994/8/10,-1.0843676309371266,-0.32511592
1157,1994/8/11,-1.0859904466733639,-0.32516414
1158,1994/8/12,-1.082493393044571,-0.32521233
1159,1994/8/15,-1.0833048009126895,-0.32535696
1160,1994/8/16,-1.0789849111359457,-0.3254052
1161,1994/8/17,-1.078802058658623,-0.3254534
1162,1994/8/18,-1.0810877146251543,-0.32550165
1163,1994/8/19,-1.080504872353689,-0.3255499
1164,1994/8/22,-1.0820591184109303,-0.32569468
1165,1994/8/23,-1.0795563251275786,-0.32574296
1166,1994/8/24,-1.074390742643218,-0.32579124
1167,1994/8/25,-1.0754764292273205,-0.32583952
1168,1994/8/26,-1.0689394531630412,-0.3258878
1169,1994/8/29,-1.0680366190562613,-0.32603276
1170,1994/8/30,-1.0663452336410282,-0.32608107
1171,1994/8/31,-1.0670080738713221,-0.32612938
1172,1994/9/1,-1.0696594347924984,-0.32617772
1173,1994/9/2,-1.0721507997960174,-0.32622606
1174,1994/9/6,-1.0711565394505764,-0.32641947
1175,1994/9/7,-1.0721850846355154,-0.32646787
1176,1994/9/8,-1.0696937196319964,-0.3265162
1177,1994/9/9,-1.0753621464289937,-0.3265646
1178,1994/9/12,-1.0776135175560269,-0.32670984
1179,1994/9/13,-1.0761278411777817,-0.32675824
1180,1994/9/14,-1.074653593079369,-0.32680666
1181,1994/9/15,-1.067785196899943,-0.32685506
1182,1994/9/16,-1.0719222341993642,-0.32690352
1183,1994/9/19,-1.0723107957136746,-0.32704887
1184,1994/9/20,-1.080870577308334,-0.32709733
1185,1994/9/21,-1.0830419504765385,-0.32714579
1186,1994/9/22,-1.083259087793359,-0.32719427
1187,1994/9/23,-1.0850876125665838,-0.32724276
1188,1994/9/26,-1.0837733603858286,-0.32738826
1189,1994/9/27,-1.0823676819664119,-0.3274368
1190,1994/9/28,-1.0791791918931009,-0.3274853
1191,1994/9/29,-1.0821505446495914,-0.32753384
1192,1994/9/30,-1.0816362720571218,-0.32758236
1193,1994/10/3,-1.0827219586412242,-0.32772803
1194,1994/10/4,-1.0908931787215732,-0.32777658
1195,1994/10/5,-1.0921160046636673,-0.32782513
1196,1994/10/6,-1.0934416851242554,-0.3278737
1197,1994/10/7,-1.0903103364501077,-0.32792228
1198,1994/10/10,-1.0858075941960414,-0.32806808
1199,1994/10/11,-1.0780935053089986,-0.32811671
1200,1994/10/12,-1.0784592102636434,-0.32816535
1201,1994/10/13,-1.0758307059021326,-0.32821396
1202,1994/10/14,-1.0743107446843894,-0.32826263
1203,1994/10/17,-1.0744707406020466,-0.32840857
1204,1994/10/18,-1.0759564169802918,-0.32845724
1205,1994/10/19,-1.072962207664136,-0.32850587
1206,1994/10/20,-1.076882107646737,-0.3285546
1207,1994/10/21,-1.0791220504939376,-0.32860327
1208,1994/10/24,-1.083761932105996,-0.32874936
1209,1994/10/25,-1.08296195251771,-0.32879806
1210,1994/10/26,-1.0817162700159504,-0.3288468
1211,1994/10/27,-1.0780249356300027,-0.32889554
1212,1994/10/28,-1.068973738002539,-0.32894427
1213,1994/10/31,-1.0705965537387763,-0.3290905
1214,1994/11/1,-1.07508786771301,-0.3291393
1215,1994/11/2,-1.0772820974408799,-0.32918802
1216,1994/11/3,-1.0756707099844753,-0.32923684
1217,1994/11/4,-1.0821048315302608,-0.32928562
1218,1994/11/7,-1.081201997423481,-0.32943204
1219,1994/11/8,-1.0782535012266556,-0.3294809
1220,1994/11/9,-1.078539208222472,-0.32952967
1221,1994/11/10,-1.0797163210452356,-0.3295785
1222,1994/11/11,-1.0820248335714322,-0.32962734
1223,1994/11/14,-1.0778077983131822,-0.32977387
1224,1994/11/15,-1.0789620545762804,-0.32982278
1225,1994/11/16,-1.0783106426258189,-0.32987165
1226,1994/11/17,-1.0806420117116808,-0.3299205
1227,1994/11/18,-1.0830305221967058,-0.3299694
1228,1994/11/21,-1.0866532869036578,-0.33011615
1229,1994/11/22,-1.0960359046462684,-0.33016503
1230,1994/11/23,-1.0962187571235908,-0.330214
1231,1994/11/25,-1.093521683083084,-0.33031163
1232,1994/11/28,-1.0913845947543774,-0.33045852
1233,1994/11/29,-1.090230338491279,-0.3305075
1234,1994/11/30,-1.0919217239065122,-0.33055648
1235,1994/12/1,-1.097373013386689,-0.33060545
1236,1994/12/2,-1.0923674268199859,-0.3306544
1237,1994/12/5,-1.0923445702603205,-0.3308015
1238,1994/12/6,-1.0925845641368064,-0.33085048
1239,1994/12/7,-1.0947330807453457,-0.3308995
1240,1994/12/8,-1.1013386264886207,-0.33094853
1241,1994/12/9,-1.0996129562338897,-0.3309976
1242,1994/12/12,-1.0967444579958932,-0.33114475
1243,1994/12/13,-1.0959673349672725,-0.33119386
1244,1994/12/14,-1.0904589040879322,-0.33124295
1245,1994/12/15,-1.0900360577341242,-0.33129203
1246,1994/12/16,-1.0860818729120252,-0.33134112
1247,1994/12/19,-1.0870989898171313,-0.33148843
1248,1994/12/20,-1.0880246804835765,-0.33153757
1249,1994/12/21,-1.08515618224558,-0.3315867
1250,1994/12/22,-1.0850876125665838,-0.33163583
1251,1994/12/23,-1.0849047600892616,-0.331685
1252,1994/12/27,-1.0818876942134403,-0.33188167
1253,1994/12/28,-1.0837276472664978,-0.33193085
1254,1994/12/29,-1.0833847988715182,-0.33198005
1255,1994/12/30,-1.0855447437598902,-0.33202925
1256,1995/1/3,-1.0857275962372126,-0.33222613
1257,1995/1/4,-1.0838990714639878,-0.3322754
1258,1995/1/5,-1.084321917817796,-0.33232462
1259,1995/1/6,-1.0839333563034856,-0.33237392
1260,1995/1/9,-1.083761932105996,-0.3325217
1261,1995/1/10,-1.0827905283202202,-0.33257097
1262,1995/1/11,-1.0828133848798853,-0.3326203
1263,1995/1/12,-1.0828362414395507,-0.3326696
1264,1995/1/13,-1.0778877962720106,-0.3327189
1265,1995/1/16,-1.073990752849075,-0.33286688
1266,1995/1/17,-1.0732250581002871,-0.3329162
1267,1995/1/18,-1.0736021913347646,-0.33296555
1268,1995/1/19,-1.0767678248484105,-0.3330149
1269,1995/1/20,-1.0792477615720968,-0.33306432
1270,1995/1/23,-1.0780706487493332,-0.33321244
1271,1995/1/24,-1.07801350735017,-0.33326182
1272,1995/1/25,-1.0762078391366103,-0.3333112
1273,1995/1/26,-1.0752021505113367,-0.33336064
1274,1995/1/27,-1.072836496585977,-0.33341005
1275,1995/1/30,-1.0749850131945162,-0.33355838
1276,1995/1/31,-1.0728022117464788,-0.33360782
1277,1995/2/1,-1.0728250683061442,-0.3336573
1278,1995/2/2,-1.070105137705972,-0.33370674
1279,1995/2/3,-1.0634081657240357,-0.3337562
1280,1995/2/6,-1.0605510957658717,-0.33390468
1281,1995/2/7,-1.0609282290003492,-0.33395422
1282,1995/2/8,-1.0604939543667082,-0.33400375
1283,1995/2/9,-1.061636782349974,-0.33405328
1284,1995/2/10,-1.0601853908112266,-0.3341028
1285,1995/2/13,-1.0599682534944062,-0.33425146
1286,1995/2/14,-1.0589397083094672,-0.3342753
1287,1995/2/15,-1.0566654806227687,-0.33429563
1288,1995/2/16,-1.055888357594148,-0.33431596
1289,1995/2/17,-1.059602548539761,-0.33433634
1290,1995/2/21,-1.0587225709926467,-0.33441776
1291,1995/2/22,-1.056059781791638,-0.3344382
1292,1995/2/23,-1.053956978302429,-0.33445856
1293,1995/2/24,-1.0525855847225103,-0.334479
1294,1995/2/27,-1.0574997450505526,-0.33454025
1295,1995/2/28,-1.0534084208704617,-0.33456063
1296,1995/3/1,-1.0553969415613438,-0.33458108
1297,1995/3/2,-1.0559912121126418,-0.33460152
1298,1995/3/3,-1.0556597919974948,-0.33462197
1299,1995/3/6,-1.0554197981210092,-0.33468342
1300,1995/3/7,-1.0594311243422714,-0.3347039
1301,1995/3/8,-1.0582654397993405,-0.33472437
1302,1995/3/9,-1.0582425832396751,-0.33474487
1303,1995/3/10,-1.0509170558669427,-0.33476534
1304,1995/3/13,-1.0503684984349753,-0.33482695
1305,1995/3/14,-1.0471228669625008,-0.33484745
1306,1995/3/15,-1.0482771232255992,-0.334868
1307,1995/3/16,-1.0442429404446714,-0.33488855
1308,1995/3/17,-1.0441172293665124,-0.33490914
1309,1995/3/20,-1.043397247737055,-0.33497083
1310,1995/3/21,-1.044631501958982,-0.33499146
1311,1995/3/22,-1.0439458051690225,-0.33501202
1312,1995/3/23,-1.0436258133337082,-0.33503264
1313,1995/3/24,-1.0378888168577147,-0.33505327
1314,1995/3/27,-1.0353403104550325,-0.33511513
1315,1995/3/28,-1.0345403308667467,-0.33513582
1316,1995/3/29,-1.0354317366936938,-0.33515644
1317,1995/3/30,-1.0364602818786328,-0.33517712
1318,1995/3/31,-1.0381859521333638,-0.33519778
1319,1995/4/3,-1.036883128232441,-0.33525982
1320,1995/4/4,-1.0330089413691708,-0.3352805
1321,1995/4/5,-1.0326318081346932,-0.33530122
1322,1995/4/6,-1.0320489658632277,-0.33532193
1323,1995/4/7,-1.0316604043489173,-0.33534268
1324,1995/4/10,-1.0309861358387906,-0.33540487
1325,1995/4/11,-1.0326775212540238,-0.33542562
1326,1995/4/12,-1.030803283361468,-0.33544642
1327,1995/4/13,-1.028449057715941,-0.33546716
1328,1995/4/17,-1.0319918244640645,-0.3355503
1329,1995/4/18,-1.0328603737313462,-0.3355711
1330,1995/4/19,-1.0333746463238156,-0.3355919
1331,1995/4/20,-1.0329517999700075,-0.33561277
1332,1995/4/21,-1.0292947504235574,-0.33563358
1333,1995/4/24,-1.024266307297189,-0.33569616
1334,1995/4/25,-1.0251691414039688,-0.33571702
1335,1995/4/26,-1.02452915773334,-0.33573788
1336,1995/4/27,-1.0235120408282337,-0.33575875
1337,1995/4/28,-1.0221863603676455,-0.33577967
1338,1995/5/1,-1.0227006329601152,-0.33584237
1339,1995/5/2,-1.0220149361701556,-0.3358633
1340,1995/5/3,-1.015592242904203,-0.3358842
1341,1995/5/4,-1.015523673225207,-0.33590513
1342,1995/5/5,-1.0160036609781786,-0.33592612
1343,1995/5/8,-1.0116152015224387,-0.335989
1344,1995/5/9,-1.012072332715745,-0.33600998
1345,1995/5/10,-1.0111580703291325,-0.33603096
1346,1995/5/11,-1.0111466420492998,-0.33605194
1347,1995/5/12,-1.0097981050290465,-0.33607298
1348,1995/5/15,-1.0072953117456949,-0.336136
1349,1995/5/16,-1.0067810391532253,-0.33615708
1350,1995/5/17,-1.0080610064944826,-0.33617812
1351,1995/5/18,-1.016620788089142,-0.33619916
1352,1995/5/19,-1.0170664910026157,-0.33622018
1353,1995/5/22,-1.011969478197251,-0.33628342
1354,1995/5/23,-1.006323907959919,-0.33630452
1355,1995/5/24,-1.0063010514002537,-0.33632562
1356,1995/5/25,-1.006323907959919,-0.33634672
1357,1995/5/26,-1.011969478197251,-0.33636785
1358,1995/5/30,-1.0120494761560797,-0.33645236
1359,1995/5/31,-1.0008269053604115,-0.33647355
1360,1995/6/1,-1.0007240508419175,-0.3364947
1361,1995/6/2,-1.0018440222655178,-0.3365159
1362,1995/6/5,-0.9983126837972272,-0.3365795
1363,1995/6/6,-0.9983698251963905,-0.33660072
1364,1995/6/7,-1.0011354689158933,-0.33662188
1365,1995/6/8,-1.0020268747428405,-0.33664313
1366,1995/6/9,-1.0070667461490417,-0.33666438
1367,1995/6/12,-1.003706831878241,-0.3367281
1368,1995/6/13,-0.9977984112047578,-0.33674937
1369,1995/6/14,-0.9973184234517861,-0.33677068
1370,1995/6/15,-0.9965755852626635,-0.33679193
1371,1995/6/16,-0.9934785214280137,-0.33681327
1372,1995/6/19,-0.9873186785982121,-0.33687714
1373,1995/6/20,-0.9875929573141959,-0.3368985
1374,1995/6/21,-0.9887357852974615,-0.3369198
1375,1995/6/22,-0.9806331348961084,-0.33694118
1376,1995/6/23,-0.9821873809533496,-0.33696252
1377,1995/6/26,-0.9885643610999717,-0.33702663
1378,1995/6/27,-0.9905071686715232,-0.337048
1379,1995/6/28,-0.9878786643100123,-0.3370694
1380,1995/6/29,-0.9888614963756207,-0.3370908
1381,1995/6/30,-0.987855807750347,-0.3371122
1382,1995/7/3,-0.9851815902695055,-0.3371765
1383,1995/7/5,-0.9849873095123504,-0.3372194
1384,1995/7/6,-0.9772960771849729,-0.33724087
1385,1995/7/7,-0.9745761465848007,-0.33726233
1386,1995/7/10,-0.973639027638523,-0.3373268
1387,1995/7/11,-0.9763932430781931,-0.3373483
1388,1995/7/12,-0.9694105641004402,-0.33736986
1389,1995/7/13,-0.9692848530222811,-0.33739132
1390,1995/7/14,-0.9705533920837058,-0.3374129
1391,1995/7/17,-0.9673191888910642,-0.3374775
1392,1995/7/18,-0.9721876360997757,-0.33749908
1393,1995/7/19,-0.9807359894146023,-0.33752066
1394,1995/7/20,-0.9778103497774424,-0.33754224
1395,1995/7/21,-0.9777189235387812,-0.3375638
1396,1995/7/24,-0.9742790113091517,-0.3376295
1397,1995/7/25,-0.9691705702239545,-0.33765304
1398,1995/7/26,-0.968587727952489,-0.3376766
1399,1995/7/27,-0.9644621189329002,-0.33770022
1400,1995/7/28,-0.9670791950145785,-0.3377238
1401,1995/7/31,-0.9680734553600195,-0.3377946
1402,1995/8/1,-0.9708390990795223,-0.33781824
1403,1995/8/2,-0.9717990745854654,-0.33784187
1404,1995/8/3,-0.9718562159846287,-0.33786547
1405,1995/8/4,-0.9716390786678081,-0.33788916
1406,1995/8/7,-0.9703933961660487,-0.33796012
1407,1995/8/8,-0.9699819780920731,-0.3379838
1408,1995/8/9,-0.9707591011206936,-0.33800748
1409,1995/8/10,-0.9733418923628738,-0.33803117
1410,1995/8/11,-0.9760161098437155,-0.3380549
1411,1995/8/14,-0.9707248162811957,-0.33812597
1412,1995/8/15,-0.9720619250216164,-0.33814976
1413,1995/8/16,-0.9704619658450446,-0.33817348
1414,1995/8/17,-0.9715247958694817,-0.33819723
1415,1995/8/18,-0.9713305151123265,-0.338221
1416,1995/8/21,-0.9725876258939186,-0.3382923
1417,1995/8/22,-0.9709762384375141,-0.33831608
1418,1995/8/23,-0.9736961690376863,-0.3383399
1419,1995/8/24,-0.9733304640830412,-0.3383637
1420,1995/8/25,-0.9703133982072201,-0.3383875
1421,1995/8/28,-0.971513367589649,-0.33845899
1422,1995/8/29,-0.9704276810055467,-0.3384828
1423,1995/8/30,-0.9693762792609424,-0.33850667
1424,1995/8/31,-0.9682791643970073,-0.33853054
1425,1995/9/1,-0.9660392215498067,-0.33855444
1426,1995/9/5,-0.9599479483990012,-0.33864993
1427,1995/9/6,-0.9588051204157356,-0.33867383
1428,1995/9/7,-0.9586679810577438,-0.3386978
1429,1995/9/8,-0.9559366221777389,-0.3387217
1430,1995/9/11,-0.9545309437583223,-0.33879352
1431,1995/9/12,-0.9515595910018316,-0.33881748
1432,1995/9/13,-0.9489767997596514,-0.33884144
1433,1995/9/14,-0.9434455123206459,-0.3388654
1434,1995/9/15,-0.9437426475962949,-0.33888942
1435,1995/9/18,-0.9444054878265891,-0.33896136
1436,1995/9/19,-0.9427712438105191,-0.33898538
1437,1995/9/20,-0.9398341758935267,-0.3390094
1438,1995/9/21,-0.9441426373904379,-0.33903348
1439,1995/9/22,-0.9455940289291852,-0.3390575
1440,1995/9/25,-0.945502602690524,-0.33912966
1441,1995/9/26,-0.9459597338838303,-0.3391537
1442,1995/9/27,-0.9463825802376385,-0.3391778
1443,1995/9/28,-0.9408627210784657,-0.33920193
1444,1995/9/29,-0.9425312499340335,-0.339226
1445,1995/10/2,-0.9456054572090179,-0.33929837
1446,1995/10/3,-0.9448969038593932,-0.33932245
1447,1995/10/4,-0.9458911642048342,-0.33934662
1448,1995/10/5,-0.9445654837442462,-0.33937076
1449,1995/10/6,-0.9447254796619033,-0.3393949
1450,1995/10/9,-0.9494339309529576,-0.33946744
1451,1995/10/10,-0.9504053347387335,-0.3394916
1452,1995/10/11,-0.9481882484511981,-0.3395158
1453,1995/10/12,-0.9440283545921113,-0.33954003
1454,1995/10/13,-0.9424283954155396,-0.33956423
1455,1995/10/16,-0.9441083525509399,-0.33963692
1456,1995/10/17,-0.939822747613694,-0.33966115
1457,1995/10/18,-0.9390684811447386,-0.33968544
1458,1995/10/19,-0.9354000033184562,-0.33970982
1459,1995/10/20,-0.9390456245850733,-0.3397341
1460,1995/10/23,-0.9417884117449109,-0.33980694
1461,1995/10/24,-0.9400970263296777,-0.3398313
1462,1995/10/25,-0.9447483362215686,-0.3398556
1463,1995/10/26,-0.9513195971253459,-0.33987993
1464,1995/10/27,-0.9479139697352144,-0.33990425
1465,1995/10/30,-0.9438569303946215,-0.33997732
1466,1995/10/31,-0.9458568793653364,-0.3400017
1467,1995/11/1,-0.9427483872508539,-0.34002605
1468,1995/11/2,-0.936462833342893,-0.34005043
1469,1995/11/3,-0.9354914295571173,-0.34007484
1470,1995/11/6,-0.9379027966018078,-0.3401481
1471,1995/11/7,-0.9403484484859961,-0.3401725
1472,1995/11/8,-0.9341886056561945,-0.34019694
1473,1995/11/9,-0.9324172222821329,-0.34022138
1474,1995/11/10,-0.9330343493930963,-0.34024584
1475,1995/11/13,-0.9335143371460679,-0.34031925
1476,1995/11/14,-0.9369542493756974,-0.3403437
1477,1995/11/15,-0.9316172426938469,-0.34036824
1478,1995/11/16,-0.9277544841104093,-0.34039277
1479,1995/11/17,-0.9246345637160941,-0.34041727
1480,1995/11/20,-0.9283144698222093,-0.34049085
1481,1995/11/21,-0.924440282958939,-0.3405154
1482,1995/11/22,-0.9265430864481478,-0.34054
1483,1995/11/24,-0.9247488465144207,-0.34058908
1484,1995/11/27,-0.9232060287370122,-0.34066287
1485,1995/11/28,-0.9173433211828597,-0.34068748
1486,1995/11/29,-0.9159833558827737,-0.3407121
1487,1995/11/30,-0.9185775754047865,-0.34073675
1488,1995/12/1,-0.9167376223517288,-0.34076136
1489,1995/12/4,-0.9090806748638495,-0.34083533
1490,1995/12/5,-0.9045093629307871,-0.34086
1491,1995/12/6,-0.9016522929726231,-0.3408847
1492,1995/12/7,-0.9062350331855181,-0.3409094
1493,1995/12/8,-0.9047379285274402,-0.3409341
1494,1995/12/11,-0.9024065594415783,-0.34100822
1495,1995/12/12,-0.9032522521491949,-0.34103295
1496,1995/12/13,-0.8999266227178919,-0.34105772
1497,1995/12/14,-0.905377912198069,-0.34108245
1498,1995/12/15,-0.9060407524283629,-0.34110722
1499,1995/12/18,-0.9169319031088842,-0.34118158
1500,1995/12/19,-0.9110806238345642,-0.34120637
1501,1995/12/20,-0.9179261634543251,-0.34123117
1502,1995/12/21,-0.9127262961304666,-0.341256
1503,1995/12/22,-0.9110463389950662,-0.3412808
1504,1995/12/26,-0.9083721215142248,-0.34138018
1505,1995/12/27,-0.9081092710780737,-0.34140503
1506,1995/12/28,-0.9085778305512126,-0.3414299
1507,1995/12/29,-0.9065093119015019,-0.3414548
1508,1996/1/2,-0.901023737581827,-0.34155446
1509,1996/1/3,-0.9003494690717002,-0.34157938
1510,1996/1/4,-0.9044865063711217,-0.3416043
1511,1996/1/5,-0.9056179060745546,-0.34162927
1512,1996/1/8,-0.9036179571038399,-0.3417042
1513,1996/1/9,-0.9139148372330629,-0.34172913
1514,1996/1/10,-0.9264516602094864,-0.34175414
1515,1996/1/11,-0.9216403543999383,-0.34177914
1516,1996/1/12,-0.9226460430252121,-0.34180415
1517,1996/1/15,-0.9249202707119105,-0.34187925
1518,1996/1/16,-0.9150690934961611,-0.3419043
1519,1996/1/17,-0.9174347474215209,-0.34192938
1520,1996/1/18,-0.9152976590928142,-0.3419544
1521,1996/1/19,-0.9111949066328907,-0.3419795
1522,1996/1/22,-0.9094006666991638,-0.34205478
1523,1996/1/23,-0.9100977917689559,-0.34207988
1524,1996/1/24,-0.9019037151289414,-0.34210503
1525,1996/1/25,-0.9052522011199097,-0.34213015
1526,1996/1/26,-0.9000066206767205,-0.34215528
1527,1996/1/29,-0.89703526792023,-0.34223077
1528,1996/1/30,-0.8902582979794651,-0.34225595
1529,1996/1/31,-0.883549897717696,-0.34228116
1530,1996/2/1,-0.8807613974385279,-0.34230635
1531,1996/2/2,-0.8837556067546838,-0.34233153
1532,1996/2/5,-0.8773671983282292,-0.34240723
1533,1996/2/6,-0.8717673412102276,-0.34243244
1534,1996/2/7,-0.8676531604704716,-0.3424577
1535,1996/2/8,-0.8606361966532207,-0.34248298
1536,1996/2/9,-0.8602933482582411,-0.34250826
1537,1996/2/12,-0.8544877821032518,-0.3425841
